,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
46,2015-07-07,300033,66.0,63.72,69.5,63.72,190192,1238703792.0,8.16,-10.0,-7.08,7.26
47,2015-07-08,300033,57.35,68.0,68.01,57.35,691945,4168686896.0,16.73,6.72,4.28,26.41
48,2015-07-09,300033,67.74,74.8,74.8,63.04,391497,2775804304.0,17.29,10.0,6.8,14.94
49,2015-07-10,300033,78.17,82.28,82.28,75.13,213635,1731039568.0,9.56,10.0,7.48,8.15
50,2015-07-13,300033,85.0,90.51,90.51,81.73,336418,2926477408.0,10.67,10.0,8.23,12.84
51,2015-07-14,300033,85.0,85.6,95.5,85.0,295128,2639767472.0,11.6,-5.42,-4.91,11.26
52,2015-07-15,300033,88.0,77.11,88.0,77.1,231093,1890004656.0,12.73,-9.92,-8.49,8.82
53,2015-07-16,300033,76.0,78.91,82.82,69.4,195024,1521403712.0,17.4,2.33,1.8,7.44
54,2015-07-17,300033,78.91,84.38,86.2,77.0,182469,1489279872.0,11.66,6.93,5.47,6.96
55,2015-07-20,300033,86.0,85.77,90.1,83.25,200692,1745864528.0,8.12,1.65,1.39,7.66
56,2015-07-21,300033,82.88,84.0,87.49,82.0,150345,1263073840.0,6.4,-2.06,-1.77,5.74
57,2015-07-22,300033,82.91,83.57,86.3,82.84,141337,1193317056.0,4.12,-0.51,-0.43,5.39
58,2015-07-23,300033,82.9,84.73,87.0,79.88,183100,1523351152.0,8.52,1.39,1.16,6.99
59,2015-07-24,300033,84.48,80.11,85.73,79.0,173453,1438704528.0,7.94,-5.45,-4.62,6.62
60,2015-07-27,300033,77.0,72.1,79.5,72.1,140710,1063675904.0,9.24,-10.0,-8.01,5.37
61,2015-07-28,300033,69.88,67.29,71.9,64.89,174041,1168063216.0,9.72,-6.67,-4.81,6.64
62,2015-07-29,300033,69.19,74.02,74.02,65.94,154903,1074802832.0,12.01,10.0,6.73,5.91
63,2015-07-30,300033,74.02,69.0,74.89,68.5,147908,1077872912.0,8.63,-6.78,-5.02,5.65
64,2015-07-31,300033,67.62,70.43,71.7,67.62,140529,983792304.0,5.91,2.07,1.43,5.36
65,2015-08-03,300033,67.0,67.61,69.2,66.0,102826,690428576.0,4.54,-4.0,-2.82,3.92
66,2015-08-04,300033,67.99,72.01,72.5,67.99,86753,611917760.0,6.67,6.51,4.4,3.31
67,2015-08-05,300033,71.0,68.03,72.25,68.0,90228,629143280.0,5.9,-5.53,-3.98,3.44
68,2015-08-06,300033,66.47,66.95,68.5,66.0,45867,308813312.0,3.67,-1.59,-1.08,1.75
69,2015-08-07,300033,68.02,70.27,72.5,67.61,100779,711108480.0,7.3,4.96,3.32,3.85
70,2015-08-10,300033,70.27,76.8,77.3,69.51,167214,1243647712.0,11.09,9.29,6.53,6.38
71,2015-08-11,300033,75.06,75.5,78.59,74.52,168859,1287818752.0,5.3,-1.69,-1.3,6.45
72,2015-08-12,300033,73.99,70.98,75.01,70.98,94044,686482720.0,5.34,-5.99,-4.52,3.59
73,2015-08-13,300033,70.01,72.48,72.5,69.7,72064,515369856.0,3.94,2.11,1.5,2.75
74,2015-08-14,300033,73.0,71.54,73.68,71.47,67576,489730960.0,3.05,-1.3,-0.94,2.58
75,2015-08-17,300033,70.49,69.9,70.75,68.7,64952,451874032.0,2.87,-2.29,-1.64,2.48
76,2015-08-18,300033,70.0,68.73,75.15,66.03,151819,1101204080.0,13.05,-1.67,-1.17,5.79
77,2015-08-19,300033,61.86,71.18,73.33,61.86,206467,1359109152.0,16.69,3.56,2.45,7.88
78,2015-08-20,300033,64.8,64.06,69.0,64.06,166219,1089171024.0,6.94,-10.0,-7.12,6.34
79,2015-08-21,300033,60.03,57.65,61.99,57.65,107092,635501744.0,6.77,-10.01,-6.41,4.09
80,2015-08-24,300033,53.03,51.89,55.0,51.89,35411,185357860.0,5.39,-9.99,-5.76,1.35
81,2015-08-25,300033,46.7,46.7,48.35,46.7,55630,260435465.0,3.18,-10.0,-5.19,2.12
82,2015-08-26,300033,46.6,42.03,48.0,42.03,121440,538578320.0,12.78,-10.0,-4.67,4.64
83,2015-08-27,300033,43.0,43.15,44.31,37.98,121520,508651744.0,15.06,2.66,1.12,4.64
84,2015-08-28,300033,43.5,45.97,47.0,41.3,148066,652413904.0,13.21,6.54,2.82,5.65
85,2015-08-31,300033,44.85,41.37,44.85,41.37,98948,421687872.0,7.57,-10.01,-4.6,3.78
86,2015-09-01,300033,39.92,37.96,42.35,37.9,93303,372549136.0,10.76,-8.24,-3.41,3.56
87,2015-09-02,300033,35.05,38.79,40.8,34.92,115821,435831088.0,15.49,2.19,0.83,4.42
88,2015-09-07,300033,40.11,40.08,42.05,39.0,94239,383918320.0,7.86,3.33,1.29,3.6
89,2015-09-08,300033,39.8,42.1,42.66,37.4,89684,360588176.0,13.12,5.04,2.02,3.42
90,2015-09-09,300033,41.97,44.29,46.0,41.2,152157,665581248.0,11.4,5.2,2.19,5.81
91,2015-09-10,300033,42.8,42.14,43.59,41.88,89105,380907712.0,3.86,-4.85,-2.15,3.4
92,2015-09-11,300033,42.3,41.9,43.78,40.58,81992,346797712.0,7.59,-0.57,-0.24,3.13
93,2015-09-14,300033,41.4,37.71,42.5,37.71,90979,354851824.0,11.43,-10.0,-4.19,3.47
94,2015-09-15,300033,35.2,33.94,36.3,33.94,64097,222283870.0,6.26,-10.0,-3.77,2.45
95,2015-09-16,300033,33.9,37.33,37.33,33.75,89082,316745536.0,10.55,9.99,3.39,3.4
96,2015-09-17,300033,37.09,36.44,39.54,35.68,120820,451933152.0,10.34,-2.38,-0.89,4.61
97,2015-09-18,300033,36.16,37.81,39.1,34.81,137337,507514336.0,11.77,3.76,1.37,5.24
98,2015-09-21,300033,36.0,39.96,39.99,35.51,152724,581788240.0,11.85,5.69,2.15,5.83
99,2015-09-22,300033,39.8,39.51,41.15,38.5,152893,606142816.0,6.63,-1.13,-0.45,5.84
100,2015-09-23,300033,37.73,38.21,39.38,37.73,91276,350515296.0,4.18,-3.29,-1.3,3.48
101,2015-09-24,300033,38.8,42.03,42.03,38.5,124793,516586144.0,9.24,10.0,3.82,4.76
102,2015-09-25,300033,43.0,40.3,44.38,39.55,212493,902143760.0,11.49,-4.12,-1.73,8.11
103,2015-09-28,300033,39.0,42.0,42.69,37.5,145487,587915072.0,12.88,4.22,1.7,5.55
104,2015-09-29,300033,40.55,40.4,41.98,39.4,98075,398610864.0,6.14,-3.81,-1.6,3.74
105,2015-09-30,300033,40.79,39.51,41.09,38.25,104657,414380080.0,7.03,-2.2,-0.89,3.99
106,2015-10-08,300033,41.5,43.46,43.46,40.5,136737,582448592.0,7.49,10.0,3.95,5.22
107,2015-10-09,300033,43.46,43.28,43.9,42.2,154165,661331216.0,3.91,-0.41,-0.18,5.88
108,2015-10-12,300033,43.32,47.61,47.61,43.32,122864,567844192.0,9.91,10.0,4.33,4.69
109,2015-10-13,300033,51.7,52.37,52.37,49.63,150543,780972528.0,5.76,10.0,4.76,5.75
110,2015-10-14,300033,52.37,57.61,57.61,49.8,305226,1699936832.0,14.91,10.01,5.24,11.65
111,2015-10-15,300033,58.19,63.37,63.37,56.0,284468,1704984544.0,12.79,10.0,5.76,10.86
112,2015-10-16,300033,65.21,69.71,69.71,65.21,163712,1115527584.0,7.1,10.0,6.34,6.25
113,2015-10-19,300033,73.1,76.68,76.68,70.6,303322,2238118480.0,8.72,10.0,6.97,11.58
114,2015-10-20,300033,74.64,77.32,84.0,73.0,304525,2364878336.0,14.35,0.83,0.64,11.62
115,2015-10-21,300033,76.73,75.7,82.33,73.9,316514,2460149520.0,10.9,-2.1,-1.62,12.08
116,2015-10-22,300033,79.5,82.36,83.27,75.8,357345,2830447088.0,9.87,8.8,6.66,13.64
117,2015-10-23,300033,82.0,79.76,82.33,78.04,297153,2385547104.0,5.21,-3.16,-2.6,11.34
118,2015-10-26,300033,79.91,75.1,80.0,72.4,276083,2093903536.0,9.53,-5.84,-4.66,10.54
119,2015-10-27,300033,73.71,82.61,82.61,73.37,313061,2495219744.0,12.3,10.0,7.51,11.95
120,2015-10-28,300033,87.49,85.8,90.86,83.51,336345,2936576064.0,8.9,3.86,3.19,12.84
121,2015-10-29,300033,85.7,89.7,93.95,80.22,320664,2762727136.0,16.0,4.55,3.9,12.24
122,2015-10-30,300033,86.11,86.65,95.97,85.0,296040,2669395840.0,12.23,-3.4,-3.05,11.3
123,2015-11-02,300033,82.0,81.8,88.69,81.39,211286,1781706432.0,8.42,-5.6,-4.85,8.06
124,2015-11-03,300033,83.75,81.9,83.79,78.8,171829,1403984624.0,6.1,0.12,0.1,6.56
125,2015-11-04,300033,83.9,90.09,90.09,82.08,351875,3113064960.0,9.78,10.0,8.19,13.43
126,2015-11-05,300033,91.0,89.71,97.68,89.6,431024,3999120144.0,8.97,-0.42,-0.38,16.45
127,2015-11-06,300033,89.8,93.5,97.57,88.21,316412,2944284720.0,10.43,4.22,3.79,12.08
128,2015-11-09,300033,92.47,92.71,95.5,88.1,343190,3159413488.0,7.91,-0.84,-0.79,13.1
129,2015-11-10,300033,90.86,91.45,95.05,89.88,212435,1951570880.0,5.58,-1.36,-1.26,8.11
130,2015-11-11,300033,90.5,90.37,91.46,89.01,161120,1453024864.0,2.68,-1.18,-1.08,6.15
131,2015-11-12,300033,90.4,91.25,95.82,89.66,260152,2409837168.0,6.82,0.97,0.88,9.93
132,2015-11-13,300033,89.0,85.21,89.8,84.81,217971,1893430576.0,5.47,-6.62,-6.04,8.32
133,2015-11-16,300033,82.0,88.17,88.2,81.51,164240,1383844704.0,7.85,3.47,2.96,6.27
134,2015-11-17,300033,88.3,83.0,88.78,82.3,265287,2272555776.0,7.35,-5.86,-5.17,10.13
135,2015-11-18,300033,81.56,80.01,85.0,79.8,202873,1661309920.0,6.27,-3.6,-2.99,7.74
136,2015-11-19,300033,80.02,81.94,82.88,79.85,177278,1440918064.0,3.79,2.41,1.93,6.77
137,2015-11-20,300033,81.8,79.62,81.8,79.0,194374,1554880320.0,3.42,-2.83,-2.32,7.42
138,2015-11-23,300033,79.0,81.78,86.25,78.47,269740,2225585616.0,9.77,2.71,2.16,10.3
139,2015-11-24,300033,82.0,83.01,83.99,79.8,194230,1595418336.0,5.12,1.5,1.23,7.41
140,2015-11-25,300033,82.5,91.31,91.31,82.1,359102,3139444416.0,11.1,10.0,8.3,13.71
141,2015-11-26,300033,95.0,86.32,95.14,86.06,373258,3378611712.0,9.94,-5.46,-4.99,14.25
142,2015-11-27,300033,84.5,81.87,89.49,80.3,252748,2149035600.0,10.65,-5.16,-4.45,9.65
143,2015-11-30,300033,82.0,80.99,83.0,74.02,183781,1476134336.0,10.97,-1.07,-0.88,7.01
144,2015-12-01,300033,80.8,79.8,82.0,78.02,129534,1039127104.0,4.91,-1.47,-1.19,4.94
145,2015-12-02,300033,79.7,79.96,80.47,75.01,136996,1074750544.0,6.84,0.2,0.16,5.23
146,2015-12-03,300033,79.5,84.59,87.5,79.4,222716,1857528240.0,10.13,5.79,4.63,8.5
147,2015-12-04,300033,83.08,81.03,84.5,80.0,167774,1378759008.0,5.32,-4.21,-3.56,6.4
148,2015-12-07,300033,80.48,82.0,84.29,80.43,161012,1330786032.0,4.76,1.2,0.97,6.15
149,2015-12-08,300033,81.0,78.88,81.0,78.0,147811,1172393584.0,3.66,-3.8,-3.12,5.64
150,2015-12-09,300033,78.8,79.46,82.5,78.2,134817,1084633632.0,5.45,0.74,0.58,5.15
151,2015-12-10,300033,79.3,81.2,85.58,79.01,219780,1796485632.0,8.27,2.19,1.74,8.39
152,2015-12-11,300033,79.7,79.09,81.02,78.55,127173,1012728368.0,3.04,-2.6,-2.11,4.85
153,2015-12-14,300033,78.1,79.95,80.18,77.0,130478,1026277936.0,4.02,1.09,0.86,4.98
154,2015-12-15,300033,80.8,79.78,82.35,79.6,149510,1206297504.0,3.44,-0.21,-0.17,5.71
155,2015-12-16,300033,79.99,81.47,84.97,79.77,198777,1625924432.0,6.52,2.12,1.69,7.59
156,2015-12-17,300033,81.15,83.08,85.0,81.1,257407,2140373872.0,4.79,1.98,1.61,9.82
157,2015-12-18,300033,81.9,79.71,81.93,79.03,239850,1923329408.0,3.49,-4.06,-3.37,9.15
158,2015-12-21,300033,78.9,78.68,79.29,77.77,138926,1090293008.0,1.91,-1.29,-1.03,5.3
159,2015-12-22,300033,79.05,79.44,80.89,78.77,107478,856309808.0,2.69,0.97,0.76,4.1
160,2015-12-23,300033,79.7,77.18,79.99,76.91,140659,1094188912.0,3.88,-2.84,-2.26,5.37
161,2015-12-24,300033,77.66,79.39,79.48,76.88,124326,972510480.0,3.37,2.86,2.21,4.75
162,2015-12-25,300033,79.5,77.53,79.58,77.0,106780,832890064.0,3.25,-2.34,-1.86,4.08
163,2015-12-28,300033,77.6,76.16,79.5,76.01,153001,1189817776.0,4.5,-1.77,-1.37,5.84
164,2015-12-29,300033,75.95,74.45,76.46,73.75,111649,833828000.0,3.56,-2.25,-1.71,4.26
165,2015-12-30,300033,74.8,74.92,76.2,74.45,84185,633865744.0,2.35,0.63,0.47,3.21
166,2015-12-31,300033,74.57,71.05,75.2,70.98,120930,879206448.0,5.63,-5.17,-3.87,4.62
167,2016-01-04,300033,70.9,63.95,70.92,63.95,106172,703400672.0,9.81,-9.99,-7.1,4.05
168,2016-01-05,300033,58.51,59.62,62.5,57.56,148099,887657456.0,7.72,-6.77,-4.33,5.65
169,2016-01-06,300033,60.82,65.58,65.58,59.51,209853,1315838544.0,10.18,10.0,5.96,8.01
170,2016-01-07,300033,63.0,59.02,63.85,59.02,49829,305254656.0,7.37,-10.0,-6.56,1.9
171,2016-01-08,300033,59.37,62.75,64.59,54.87,217115,1331151152.0,16.47,6.32,3.73,8.28
172,2016-01-11,300033,59.95,65.02,69.03,59.0,306603,1987872368.0,15.98,3.62,2.27,11.69
173,2016-01-12,300033,67.0,66.3,69.98,65.0,293223,1986693312.0,7.66,1.97,1.28,11.12
174,2016-01-13,300033,64.85,60.06,65.4,60.0,237208,1489428032.0,8.14,-9.41,-6.24,9.0
175,2016-01-14,300033,57.11,65.82,66.07,57.11,301565,1912094464.0,14.92,9.59,5.76,11.44
176,2016-01-15,300033,64.0,61.83,64.64,61.0,230195,1448217424.0,5.53,-6.06,-3.99,8.73
177,2016-01-18,300033,61.0,64.2,65.92,61.0,220198,1421540672.0,7.96,3.83,2.37,8.35
178,2016-01-19,300033,67.0,70.02,70.61,65.03,359296,2440830416.0,8.69,9.07,5.82,13.63
179,2016-01-20,300033,67.9,67.47,69.9,66.88,236768,1615338064.0,4.31,-3.64,-2.55,8.98
180,2016-01-21,300033,66.09,66.49,70.1,66.09,220479,1511114784.0,5.94,-1.45,-0.98,8.36
181,2016-01-22,300033,67.62,66.65,67.99,63.0,175816,1159075856.0,7.5,0.24,0.16,6.67
182,2016-01-25,300033,66.98,66.81,68.5,65.35,107093,718774880.0,4.73,0.24,0.16,4.06
183,2016-01-26,300033,65.55,60.13,65.58,60.13,142803,894768832.0,8.16,-10.0,-6.68,5.42
184,2016-01-27,300033,60.05,62.56,63.78,56.05,181987,1092104080.0,12.86,4.04,2.43,6.9
185,2016-01-28,300033,60.8,58.82,62.2,58.0,113885,685413824.0,6.71,-5.98,-3.74,4.32
186,2016-01-29,300033,59.15,61.51,62.8,59.12,136901,839705968.0,6.26,4.57,2.69,5.19
187,2016-02-01,300033,61.41,60.75,61.46,59.58,96387,582228864.0,3.06,-1.24,-0.76,3.66
188,2016-02-02,300033,61.11,64.3,66.0,61.11,144828,927682208.0,8.05,5.84,3.55,5.49
189,2016-02-03,300033,63.3,65.0,65.5,62.85,109188,696811840.0,4.12,1.09,0.7,4.14
190,2016-02-04,300033,65.33,67.35,69.6,65.33,148784,1007799072.0,6.57,3.62,2.35,5.64
191,2016-02-05,300033,66.0,68.3,71.66,66.0,174626,1207098432.0,8.4,1.41,0.95,6.62
192,2016-02-15,300033,65.3,68.45,68.95,65.02,98972,665771616.0,5.75,0.22,0.15,3.75
193,2016-02-16,300033,69.21,72.5,73.19,69.2,169452,1216709312.0,5.83,5.92,4.05,6.43
194,2016-02-17,300033,71.38,71.49,72.2,69.71,133816,950826112.0,3.43,-1.39,-1.01,5.08
195,2016-02-18,300033,71.5,69.1,73.8,68.9,173164,1230514960.0,6.85,-3.34,-2.39,6.57
196,2016-02-19,300033,68.31,68.55,69.85,67.88,113693,782093168.0,2.85,-0.8,-0.55,4.31
197,2016-02-22,300033,67.2,65.96,68.82,63.0,330265,2159000944.0,8.49,-3.78,-2.59,12.53
198,2016-02-23,300033,64.99,62.54,65.0,60.7,236321,1482918384.0,6.52,-5.18,-3.42,8.96
199,2016-02-24,300033,61.5,64.1,64.54,61.1,174522,1099103472.0,5.5,2.49,1.56,6.62
200,2016-02-25,300033,63.01,58.27,63.47,57.69,204162,1225980000.0,9.02,-9.1,-5.83,7.74
201,2016-02-26,300033,58.81,58.57,60.0,56.5,129745,762211520.0,6.01,0.51,0.3,4.92
202,2016-02-29,300033,57.5,52.71,58.5,52.71,127471,682461536.0,9.89,-10.01,-5.86,4.84
203,2016-03-01,300033,52.71,55.5,55.69,51.6,135597,731373712.0,7.76,5.29,2.79,5.14
204,2016-03-02,300033,54.5,56.98,57.7,54.03,154971,866832528.0,6.61,2.67,1.48,5.88
205,2016-03-03,300033,57.0,57.1,60.37,56.1,164058,955160752.0,7.49,0.21,0.12,6.22
206,2016-03-04,300033,56.25,53.02,56.8,52.32,134131,731769488.0,7.85,-7.15,-4.08,5.09
207,2016-03-07,300033,53.8,54.53,56.56,53.8,110812,610997168.0,5.21,2.85,1.51,4.2
208,2016-03-08,300033,53.75,55.33,55.98,51.44,127997,689811840.0,8.33,1.47,0.8,4.86
209,2016-03-09,300033,53.8,53.71,55.14,53.33,65753,355985408.0,3.27,-2.93,-1.62,2.49
210,2016-03-10,300033,54.09,53.55,55.38,53.0,74559,402603808.0,4.43,-0.3,-0.16,2.83
211,2016-03-11,300033,52.6,51.89,52.6,50.9,76020,393704816.0,3.17,-3.1,-1.66,2.88
212,2016-03-14,300033,52.65,54.58,55.58,52.65,145239,793351504.0,5.65,5.18,2.69,5.51
213,2016-03-15,300033,54.4,53.4,55.05,53.0,85630,463195680.0,3.76,-2.16,-1.18,3.25
214,2016-03-16,300033,54.57,53.18,55.0,52.32,77561,415683360.0,5.02,-0.41,-0.22,2.94
215,2016-03-17,300033,53.8,58.5,58.5,53.5,176902,999570144.0,9.4,10.0,5.32,6.71
216,2016-03-18,300033,62.38,64.35,64.35,61.5,417028,2631140208.0,4.87,10.0,5.85,15.82
217,2016-03-21,300033,69.0,70.79,70.79,67.33,439227,3059123440.0,5.38,10.01,6.44,16.66
218,2016-03-22,300033,68.0,68.15,70.0,67.88,339768,2335759376.0,2.99,-3.73,-2.64,12.89
219,2016-03-23,300033,67.1,74.97,74.97,67.0,327128,2307353248.0,11.69,10.01,6.82,12.41
220,2016-03-24,300033,74.97,75.71,82.47,74.1,439913,3444057392.0,11.16,0.99,0.74,16.69
221,2016-03-25,300033,75.43,74.4,78.08,72.91,253706,1914155584.0,6.83,-1.73,-1.31,9.62
222,2016-03-28,300033,76.0,72.39,76.45,71.24,223545,1641134976.0,7.0,-2.7,-2.01,8.48
223,2016-03-29,300033,72.0,73.19,75.5,71.01,275225,2025615152.0,6.2,1.11,0.8,10.44
224,2016-03-30,300033,73.9,79.19,80.51,73.17,376427,2915212560.0,10.03,8.2,6.0,14.28
225,2016-03-31,300033,78.0,77.0,79.19,76.55,243026,1890073008.0,3.33,-2.77,-2.19,9.22
226,2016-04-01,300033,76.03,74.2,76.66,72.5,178941,1328446192.0,5.4,-3.64,-2.8,6.79
227,2016-04-05,300033,74.99,77.63,81.37,74.15,229222,1779483936.0,9.73,4.62,3.43,8.7
228,2016-04-06,300033,76.13,76.2,77.31,75.25,142617,1085385408.0,2.65,-1.84,-1.43,5.41
229,2016-04-07,300033,76.7,73.53,77.28,73.5,142050,1061080768.0,4.96,-3.5,-2.67,5.39
230,2016-04-08,300033,72.88,73.33,74.49,71.01,125044,907023920.0,4.73,-0.27,-0.2,4.74
231,2016-04-11,300033,75.11,74.08,78.3,73.41,173060,1310440880.0,6.67,1.02,0.75,6.56
232,2016-04-12,300033,75.0,73.6,75.06,71.37,128780,937943728.0,4.98,-0.65,-0.48,4.89
233,2016-04-13,300033,74.05,77.22,80.5,74.02,312578,2426332944.0,8.8,4.92,3.62,11.86
234,2016-04-14,300033,77.19,80.23,80.49,76.5,207992,1630435504.0,5.17,3.9,3.01,7.89
235,2016-04-15,300033,81.0,78.76,81.56,78.25,165144,1316257120.0,4.13,-1.83,-1.47,6.26
236,2016-04-18,300033,76.0,78.2,79.7,75.15,119591,928221088.0,5.78,-0.71,-0.56,4.54
237,2016-04-19,300033,77.89,78.18,79.65,75.5,129345,1004588928.0,5.31,-0.03,-0.02,4.91
238,2016-04-20,300033,78.0,74.16,78.8,72.04,174579,1310140144.0,8.65,-5.14,-4.02,6.62
239,2016-04-21,300033,73.38,71.7,74.5,71.5,99587,728270352.0,4.05,-3.32,-2.46,3.78
240,2016-04-22,300033,71.0,74.09,75.55,70.5,129164,957644464.0,7.04,3.33,2.39,4.9
241,2016-04-25,300033,73.1,74.98,76.23,71.92,104689,783431600.0,5.82,1.2,0.89,3.97
242,2016-04-26,300033,74.99,75.3,76.25,73.68,70597,527906784.0,3.43,0.43,0.32,2.68
243,2016-04-27,300033,75.98,73.76,75.98,73.5,62311,463172240.0,3.29,-2.05,-1.54,2.36
244,2016-04-28,300033,74.1,77.74,78.0,73.0,151421,1149047344.0,6.78,5.4,3.98,5.74
245,2016-04-29,300033,77.0,76.62,77.7,75.66,85335,655218560.0,2.62,-1.44,-1.12,3.24
246,2016-05-03,300033,76.02,81.8,84.0,75.79,170932,1385458176.0,10.72,6.76,5.18,6.48
247,2016-05-04,300033,81.6,81.51,82.48,79.99,104912,852945264.0,3.04,-0.35,-0.29,3.98
248,2016-05-05,300033,81.4,81.92,82.37,80.66,98254,801525376.0,2.1,0.5,0.41,3.73
249,2016-05-06,300033,81.76,77.58,83.65,77.0,142210,1134154256.0,8.12,-5.3,-4.34,5.39
250,2016-05-09,300033,76.0,75.06,76.01,73.1,99380,743168576.0,3.75,-3.25,-2.52,3.77
251,2016-05-10,300033,74.8,75.2,76.5,74.5,70670,533325936.0,2.66,0.19,0.14,2.68
252,2016-05-11,300033,75.32,73.42,76.14,72.9,92531,684269776.0,4.31,-2.37,-1.78,3.51
253,2016-05-12,300033,71.81,74.95,75.77,70.9,98289,725647584.0,6.63,2.08,1.53,3.73
