company,job,city,min_salary,max_salary,experience,education,financing,size,insurance,bonus,examination,weekend,prospect,team,travel,train
北京瑞联,python开发工程师,成都,10000.0,15000.0,不限,大专,D轮及以上,500-2000人,Y,N,N,Y,N,N,N,N
软通动力,python开发工程师,南京,10000.0,17000.0,1-3年,本科,不需要融资,2000人以上,N,N,N,Y,N,N,N,N
指南车数据,python开发工程师,上海,15000.0,30000.0,1-3年,本科,未融资,15-50人,N,N,N,N,N,N,N,N
中软国际科技服务有限公司,python开发工程师,武汉,10000.0,15000.0,1-3年,本科,上市公司,2000人以上,N,N,N,Y,N,N,N,N
优解未来,python开发工程师,北京,20000.0,40000.0,5-10年,本科,天使轮,15-50人,N,N,N,N,Y,N,N,N
新致软件,python开发,深圳,15000.0,20000.0,3-5年,本科,上市公司,2000人以上,N,N,N,Y,N,N,N,N
四川众航,Python开发,南京,10000.0,20000.0,1-3年,大专,未融资,15-50人,Y,N,N,N,N,N,N,N
赛意,python开发工程师,广州,9000.0,14000.0,1-3年,大专,上市公司,2000人以上,N,N,N,N,N,N,N,N
米球文化,python开发工程师,南京,10000.0,20000.0,不限,大专,未融资,50-150人,N,N,N,Y,N,N,N,N
药智网,python开发工程师,重庆,7000.0,14000.0,1-3年,大专,A轮,150-500人,Y,N,N,Y,N,N,N,N
言羽科技,python开发工程师,上海,15000.0,30000.0,在校/应届,本科,不需要融资,50-150人,N,N,N,N,Y,N,N,N
佰特创新,python开发工程师,深圳,12000.0,20000.0,3-5年,本科,不需要融资,150-500人,N,N,N,N,N,N,N,N
优解未来,python开发工程师,北京,20000.0,40000.0,3-5年,本科,天使轮,15-50人,N,N,N,N,Y,N,N,N
汇智科技,Python开发工程师,济南,8000.0,15000.0,1-3年,本科,不需要融资,150-500人,N,N,N,N,N,N,N,N
杭州代码狗,python开发工程师,杭州,5000.0,10000.0,不限,本科,不需要融资,15-50人,N,N,N,N,N,Y,N,N
深圳华秋电子有限公司,Python开发,上海,15000.0,25000.0,3-5年,本科,C轮,500-2000人,N,N,N,N,N,N,N,N
五色云,python开发工程师,杭州,12000.0,24000.0,不限,本科,不需要融资,15-50人,Y,N,N,Y,N,N,N,N
人民在线,python开发工程师,北京,15000.0,20000.0,1-3年,本科,不需要融资,150-500人,N,N,N,N,N,Y,N,N
华为技术有限公司,python开发工程师,西安,15000.0,30000.0,不限,本科,不需要融资,2000人以上,N,N,N,N,N,Y,N,N
Taidii,python开发工程师,苏州,13000.0,18000.0,1-3年,大专,A轮,15-50人,N,N,N,Y,Y,N,N,N
海岸跃动,python开发,武汉,8000.0,15000.0,3-5年,本科,未融资,50-150人,Y,N,N,N,N,N,N,N
西安华为技术有限公司,python开发工程师,西安,15000.0,30000.0,不限,本科,不需要融资,2000人以上,N,N,N,N,Y,N,N,N
米倪网络,python开发工程师,深圳,15000.0,30000.0,3-5年,本科,未融资,15-50人,Y,N,N,Y,N,N,N,N
中科院自动化所,python开发工程师,北京,20000.0,25000.0,1-3年,硕士,不需要融资,2000人以上,N,N,N,N,N,Y,N,N
UPAPP,python开发工程师,上海,11000.0,20000.0,1-3年,本科,未融资,50-150人,N,N,N,N,N,N,N,N
发业信息,python开发工程师,广州,15000.0,20000.0,3-5年,本科,未融资,50-150人,N,N,N,N,Y,N,N,N
云纳信息,python开发工程师,广州,5000.0,6000.0,1-3年,大专,未融资,少于15人,N,N,N,N,Y,N,N,N
臻宇科技,python开发工程师,郑州,10000.0,13000.0,3-5年,本科,不需要融资,15-50人,N,N,N,N,N,N,N,N
广州南田互联网科技有限公司,python开发工程师,广州,10000.0,15000.0,1-3年,本科,未融资,50-150人,Y,N,N,Y,N,N,N,N
威力强化,python开发工程师,北京,18000.0,25000.0,3-5年,本科,不需要融资,500-2000人,Y,N,N,Y,N,N,N,N
普华汇金,python开发工程师,潍坊,8000.0,15000.0,1-3年,本科,未融资,15-50人,N,N,N,N,N,N,N,N
广东堡塔安全技术有限公司,python开发工程师,东莞,7000.0,12000.0,3-5年,不限,天使轮,15-50人,N,N,N,N,N,N,N,N
数安智能,python开发工程师,贵阳,7000.0,10000.0,1-3年,本科,A轮,15-50人,N,N,N,N,N,N,N,N
数能软件,python开发工程师,郑州,2000.0,3000.0,10年以上,本科,未融资,15-50人,N,N,N,N,N,N,N,N
数能软件,python开发工程师,郑州,2000.0,3000.0,10年以上,博士,未融资,15-50人,N,N,N,N,N,N,N,N
众趣,python开发工程师,北京,18000.0,30000.0,3-5年,本科,A轮,50-150人,N,N,N,N,N,Y,N,N
安全共识,python开发工程师,北京,7000.0,10000.0,在校/应届,本科,A轮,50-150人,N,N,N,N,N,N,N,N
恒智数科,python开发工程师,北京,10000.0,15000.0,3-5年,本科,未融资,50-150人,N,N,N,N,Y,N,N,N
博奥瑞,python开发工程师,北京,10000.0,12000.0,1-3年,本科,未融资,50-150人,Y,N,N,N,N,N,N,N
直觉,Python开发工程师,上海,8000.0,15000.0,不限,本科,A轮,15-50人,N,N,N,N,N,N,N,N
赛纳吉咨询服务,python开发工程师,苏州,15000.0,30000.0,3-5年,本科,未融资,15-50人,N,N,N,N,N,N,N,N
云庐科技,python开发工程师,北京,20000.0,30000.0,3-5年,本科,B轮,150-500人,N,N,N,N,N,N,N,N
睿云联,Python开发工程师,厦门,3000.0,4000.0,在校/应届,本科,不需要融资,150-500人,N,N,N,N,Y,N,N,N
景生星月信息科技,python开发,北京,4000.0,6000.0,在校/应届,本科,未融资,15-50人,N,N,N,N,N,N,N,N
惠群数据,python开发工程师,深圳,7000.0,12000.0,在校/应届,本科,天使轮,15-50人,N,N,N,Y,N,N,N,N
华美汉盛,python开发工程师,北京,7000.0,8000.0,在校/应届,本科,未融资,50-150人,N,Y,N,N,N,N,N,N
问点事,python开发工程师,杭州,4000.0,8000.0,在校/应届,本科,未融资,15-50人,N,Y,N,N,Y,N,N,Y
运荔枝科技,python开发工程师,成都,10000.0,15000.0,5-10年,大专,不需要融资,50-150人,N,N,N,N,N,Y,N,N
远江盛邦（北京）网络安全科技股份有限公司,python开发工程师,西安,8000.0,13000.0,在校/应届,本科,不需要融资,150-500人,N,N,N,N,Y,N,N,N
易度信息,Python开发工程师,广州,10000.0,15000.0,1-3年,本科,不需要融资,15-50人,N,N,N,N,N,Y,N,N
上海优宁维生物科技股份有限公司,python开发工程师,上海,17000.0,23000.0,1-3年,本科,上市公司,500-2000人,N,N,N,N,N,N,N,N
昇腾技术,python工程师,深圳,9000.0,15000.0,在校/应届,硕士,不需要融资,15-50人,N,N,N,N,Y,N,N,N
北斗云数字,python开发工程师,沈阳,5000.0,10000.0,在校/应届,本科,不需要融资,50-150人,N,N,N,N,N,N,N,N
北京迈迪培尔信息技术有限公司,python开发工程师,北京,6000.0,12000.0,在校/应届,本科,天使轮,15-50人,Y,Y,Y,N,N,N,N,N
音娱时光,python开发工程师,北京,25000.0,35000.0,3-5年,本科,C轮,150-500人,N,N,N,N,N,N,N,N
了了科技,python开发工程师,成都,5000.0,10000.0,在校/应届,本科,不需要融资,15-50人,N,N,N,N,N,N,N,N
华信,python开发工程师,成都,12000.0,18000.0,3-5年,本科,不需要融资,50-150人,Y,N,N,N,N,N,N,N
青岛智力云人工智能科技有限公司,Python开发工程师,青岛,5000.0,8000.0,不限,大专,不需要融资,15-50人,Y,Y,N,N,N,N,N,N
EDM,python开发工程师,上海,15000.0,20000.0,5-10年,本科,未知,未知,N,N,N,Y,N,N,N,N
东吴在线（上海）金融信息服务有限公司,Python开发工程师,苏州,13000.0,18000.0,5-10年,本科,不需要融资,50-150人,Y,Y,Y,N,N,N,N,N
中清控(武汉)科技有限公司,Python开发工程师,武汉,10000.0,20000.0,3-5年,硕士,不需要融资,50-150人,Y,Y,Y,N,N,N,N,N
布廷恩（BUTTING),高级Python开发工程师（AI方向）,上海,12000.0,22000.0,3-5年,本科,不需要融资,150-500人,Y,N,N,N,N,N,Y,N
新炬网络,python开发工程师,合肥,8000.0,16000.0,1-3年,本科,未知,未知,Y,Y,N,N,N,N,N,N
成都志合信蒙科技有限公司,Python软件测试,成都,6000.0,12000.0,不限,本科,未知,未知,Y,N,N,N,N,N,N,N
亚信科技,python架构师,南京,20000.0,30000.0,5-10年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
四川威名,python开发工程师,成都,9000.0,14000.0,1-3年,本科,不需要融资,15-50人,Y,Y,N,N,N,N,N,N
布廷恩（BUTTING),python工程师,上海,15000.0,30000.0,1-3年,本科,不需要融资,150-500人,Y,N,N,N,N,N,Y,N
睿智思科,python开发工程师,北京,7000.0,14000.0,不限,本科,天使轮,15-50人,N,N,N,N,N,N,N,N
平安科技,117121-高级Python开发工程师,深圳,15000.0,25000.0,1-3年,本科,上市公司,2000人以上,Y,Y,N,N,N,N,N,N
领焰科技,python大数据分析工程师,上海,6000.0,12000.0,1-3年,大专,未知,未知,Y,N,N,Y,N,N,N,Y
Veeva System维我软件,Python高级/资深开发工程师,北京,30000.0,50000.0,5-10年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
领焰科技,AI工程师/python开发工程师,上海,6000.0,12000.0,不限,本科,未知,未知,Y,N,N,N,N,N,N,N
旭日蓝天,Python开发工程师,武汉,5000.0,8000.0,1-3年,本科,未知,未知,Y,N,N,N,N,N,Y,Y
中山大洋电机股份有限公司,python开发工程师(J10084),中山,10000.0,16000.0,3-5年,本科,未知,未知,Y,Y,N,N,N,N,N,N
领星,python开发工程师,深圳,15000.0,30000.0,不限,本科,C轮,500-2000人,N,N,Y,N,N,N,N,N
杭州辉电信息科技有限公司,Python算法工程师,杭州,10000.0,15000.0,3-5年,本科,未知,未知,N,N,N,N,N,N,N,N
领星,Python开发工程师,深圳,15000.0,30000.0,1-3年,本科,C轮,500-2000人,N,N,N,N,N,N,N,N
Veeva System维我软件,Python资深后端开发工程师,北京,30000.0,50000.0,10年以上,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐尔人力资源服务,python开发,西安,10000.0,15000.0,3-5年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐福克斯,python开发工程师,北京,40000.0,60000.0,5-10年,本科,不需要融资,150-500人,N,N,N,N,N,N,N,N
科锐国际,python开发工程师,深圳,21000.0,25000.0,1-3年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐国际,python开发工程师,深圳,20000.0,35000.0,3-5年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
博猎企业管理咨询,python开发工程师,苏州,15000.0,30000.0,3-5年,本科,B轮,50-150人,N,N,N,N,N,N,N,N
科锐国际,python开发工程师,南京,15000.0,30000.0,1-3年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐国际,python开发工程师,深圳,15000.0,30000.0,3-5年,本科,上市公司,2000人以上,Y,N,N,N,N,N,N,N
卓伯咨询,python开发,宁波,13000.0,23000.0,不限,本科,不需要融资,50-150人,N,N,N,N,N,N,N,N
某大型互联网上市集团公司,python开发工程师,深圳,30000.0,50000.0,5-10年,本科,未知,未知,N,N,N,N,N,N,N,N
科锐国际,python开发工程师,西安,15000.0,30000.0,3-5年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
睿资达,python开发工程师,北京,20000.0,30000.0,不限,本科,未融资,50-150人,N,N,N,N,N,N,N,N
先路咨询,python开发工程师,成都,15000.0,20000.0,3-5年,本科,未融资,少于15人,Y,N,N,Y,N,N,N,N
科锐尔人力资源服务,python开发工程师,东莞,13000.0,25000.0,3-5年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
先路咨询,python开发工程师,广州,20000.0,40000.0,5-10年,本科,未融资,少于15人,Y,Y,N,N,N,N,N,N
某知名企业,python开发工程师,北京,40000.0,60000.0,3-5年,本科,未知,未知,N,N,N,N,N,Y,N,N
科锐国际,python开发工程师,深圳,15000.0,30000.0,不限,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐国际,python开发工程师,深圳,20000.0,40000.0,3-5年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐国际,python开发工程师,深圳,13000.0,26000.0,不限,本科,上市公司,2000人以上,N,N,N,N,Y,N,N,N
科锐国际,python开发工程师,西安,20000.0,40000.0,不限,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐尔人力资源服务,python开发工程师,武汉,15000.0,30000.0,1-3年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐尔人力资源服务,python开发工程师,深圳,15000.0,30000.0,1-3年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
美钛技术服务（上海）有限公司,python开发,上海,12000.0,15000.0,1-3年,本科,不需要融资,2000人以上,N,N,N,N,N,N,N,N
锐致咨询,python开发,西安,20000.0,40000.0,1-3年,本科,不需要融资,150-500人,Y,Y,N,N,N,N,N,N
某大型互联网公司,python开发工程师,北京,35000.0,50000.0,不限,本科,未知,未知,N,N,N,N,N,N,N,N
某知名互联网公司,python开发工程师,北京,30000.0,45000.0,不限,本科,未知,未知,N,N,N,N,Y,Y,N,N
某知名企业,python工程师,无锡,15000.0,25000.0,不限,本科,未知,未知,Y,N,N,N,N,N,N,N
尚仕杰企业管理顾问,python开发工程师,苏州,20000.0,40000.0,不限,本科,未融资,少于15人,N,N,N,N,N,N,N,N
某公司,python开发工程师,北京,40000.0,60000.0,不限,本科,未知,未知,N,N,N,N,N,N,N,N
某公司,python,北京,17000.0,30000.0,3-5年,本科,未知,未知,N,N,N,Y,N,N,N,N
睿资达,python开发工程师,上海,25000.0,40000.0,3-5年,硕士,未融资,50-150人,N,N,N,N,N,N,N,N
科锐尔人力资源服务,python开发工程师,西安,15000.0,30000.0,1-3年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐尔人力资源服务,python开发工程师,西安,10000.0,20000.0,不限,大专,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐国际,python开发工程师,西安,16000.0,32000.0,不限,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
科锐国际,python开发工程师,西安,20000.0,40000.0,不限,本科,上市公司,2000人以上,N,N,N,N,Y,N,N,N
仕进信息,python开发工程师,上海,28000.0,40000.0,5-10年,本科,不需要融资,500-2000人,N,N,N,N,N,N,N,N
时代互联,Python量化交易工程师,深圳,10000.0,20000.0,3-5年,本科,不需要融资,50-150人,Y,Y,N,Y,N,N,N,N
汇合,测试工程师（python、自动化测试经验）,成都,12000.0,15000.0,3-5年,本科,不需要融资,2000人以上,N,N,N,N,N,N,N,N
玖乾奕软件,python全栈开发工程师,上海,25000.0,35000.0,5-10年,本科,不需要融资,15-50人,N,N,N,N,N,N,N,N
科锐尔人力资源服务,python开发工程师,西安,20000.0,40000.0,3-5年,本科,上市公司,2000人以上,N,N,N,N,N,N,N,N
珠海鸿瑞,软件开发工程师（Python）,珠海,7000.0,10000.0,1-3年,本科,不需要融资,150-500人,Y,Y,Y,N,N,N,N,N
SDLH,python web 工程师,成都,6000.0,10000.0,1-3年,本科,不需要融资,50-150人,Y,N,Y,N,N,N,N,N
万象云,python程序员,北京,6000.0,12000.0,1-3年,大专,未知,未知,Y,Y,N,N,N,N,N,Y
三耀科技,python后端工程师,福州,8000.0,15000.0,1-3年,本科,不需要融资,50-150人,Y,N,N,N,N,Y,N,N
广州南天,python开发工程师,广州,10000.0,12000.0,3-5年,本科,上市公司,500-2000人,N,N,N,Y,N,N,N,N
PDE,Python-AI开发工程师,南京,10000.0,20000.0,3-5年,本科,不需要融资,150-500人,Y,N,Y,N,N,N,N,N
杰通信息,前后台分离(React、Python等)软件开发(对日),常州,8000.0,13000.0,3-5年,大专,不需要融资,50-150人,Y,N,N,N,N,N,N,N
优脉家族办公室,Java & Python 开发实习生,上海,4000.0,5000.0,在校/应届,硕士,不需要融资,15-50人,N,N,N,N,Y,Y,N,N
塔普仑,AI Python,上海,20000.0,30000.0,3-5年,本科,不需要融资,50-150人,N,N,N,N,N,N,N,N
上海云赛智联信息科技有限公司,Python爬虫工程师,上海,15000.0,17000.0,1-3年,大专,不需要融资,150-500人,N,N,N,N,Y,Y,N,N
希美克,高级python算法工程师,广州,15000.0,30000.0,3-5年,本科,不需要融资,500-2000人,Y,Y,N,N,N,N,N,N
深圳市南深人力资源股份有限公司,Python开发工程师/IT运维与安全方向（合作伙伴）,长沙,15000.0,18000.0,3-5年,本科,不需要融资,150-500人,N,N,N,N,Y,Y,N,N
中电电气,Python爬虫开发工程师,南京,15000.0,30000.0,3-5年,不限,不需要融资,500-2000人,Y,Y,N,N,N,N,N,Y
紫川软件,Python算法工程师,深圳,14000.0,16000.0,3-5年,本科,不需要融资,500-2000人,Y,N,Y,N,N,N,Y,N
银玉科技有限公司,python自动化检测,深圳,6000.0,8000.0,不限,大专,不需要融资,150-500人,Y,Y,N,N,N,N,N,N
上海智机,Python全栈工程师,上海,10000.0,18000.0,1-3年,大专,未知,未知,N,N,N,N,N,N,N,N
上海智机,Python Web高级开发工程师,上海,11000.0,18000.0,3-5年,大专,未知,未知,N,N,N,N,N,N,N,N
湖北悦联,python数据开发工程师,武汉,6000.0,10000.0,3-5年,本科,不需要融资,500-2000人,N,Y,Y,N,N,N,N,N
深圳市晨特电子有限公司,python高级开发工程师,深圳,15000.0,20000.0,3-5年,本科,未知,未知,Y,Y,N,N,N,N,N,N
赛思科技（西安）有限公司,python软件开发工程师,西安,8000.0,10000.0,3-5年,本科,不需要融资,50-150人,Y,Y,Y,N,N,N,N,N
河南省信息咨询设计研究有限公司,python高级工程师,郑州,8000.0,13000.0,3-5年,大专,未知,未知,N,N,N,N,Y,Y,N,N
在舱平台,python开发工程师（双休）,宁波,9000.0,16000.0,1-3年,本科,不需要融资,50-150人,Y,N,Y,N,N,N,Y,N
太粮集团,Python爬虫开发实习生,东莞,4000.0,5000.0,在校/应届,大专,不需要融资,500-2000人,N,N,N,N,N,N,N,Y
