,abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
4377,常青股份,281501.78,23795.59,603768,23795.59,281501.78
4378,沃格光电,509528.09,20408.21,603773,22347.72,465307.15
4379,永安行,439097.16,24060.12,603776,24060.12,439097.16
4380,来伊份,442777.6,33442.42,603777,33442.42,442777.6
4381,国晟科技,206185.63,64285.71,603778,65664.21,201857.14
4382,威龙股份,243748.74,33208.28,603779,33208.28,243748.74
4383,科博达,2179224.78,40238.81,603786,40385.93,2171286.19
4384,新日股份,263974.93,23014.38,603787,23014.38,263974.93
4385,宁波高发,358911.69,22306.51,603788,22306.51,358911.69
4386,*ST星农,138741.57,26000.0,603789,27045.14,133380.0
4387,雅运股份,345787.52,19136.0,603790,19136.0,345787.52
4388,联泰环保,248992.99,58449.06,603797,58449.06,248992.99
4389,康普顿,250294.86,25644.96,603798,25644.96,250294.86
4390,华友钴业,5934998.58,168635.44,603799,170154.78,5882004.14
4391,洪田股份,523744.0,20800.0,603800,20800.0,523744.0
4392,志邦家居,479283.27,43434.98,603801,43650.57,476916.13
4393,瑞斯康达,403908.31,42488.36,603803,42923.31,399815.43
4394,福斯特,3232224.51,260873.65,603806,260873.65,3232224.51
4395,歌力思,264639.59,36909.29,603808,36909.29,264639.59
4396,豪能股份,1284516.97,83356.07,603809,83356.07,1284516.97
4397,丰山集团,236962.76,16524.6,603810,16524.6,236962.76
4398,诚意药业,291628.15,32730.43,603811,32730.43,291628.15
4399,*ST原尚,147756.11,8994.2,603813,10501.5,126548.39
4400,交建股份,529180.22,61892.42,603815,61892.42,529180.22
4401,顾家家居,2053906.91,81216.62,603816,82189.15,2029603.41
4402,海峡环保,330648.74,57008.4,603817,57008.4,330648.74
4403,曲美家居,214236.04,68654.39,603818,68886.19,213515.14
4404,神力股份,347497.38,21773.02,603819,21773.02,347497.38
4405,嘉澳环保,408636.89,7682.59,603822,7682.59,408636.89
4406,百合花,433022.41,41103.15,603823,41636.77,427472.76
4407,华扬联众,298430.46,25333.66,603825,25333.66,298430.46
4408,坤彩科技,1317607.2,65520.0,603826,65520.0,1317607.2
4409,ST柯利达,300363.92,59593.96,603828,59596.02,300353.57
4410,洛凯股份,249920.0,16000.0,603829,16000.0,249920.0
4411,欧派家居,3986903.3,60915.25,603833,60915.25,3986903.3
4412,海程邦达,262701.1,20523.52,603836,20523.52,262701.1
4413,*ST四通,166408.32,32001.6,603838,32001.6,166408.32
4414,安正时尚,240325.72,39921.22,603839,39921.22,240325.72
4415,*ST正平,167209.95,69962.32,603843,69962.32,167209.95
4416,好太太,599808.59,40240.65,603848,40391.15,597573.67
4417,华荣股份,715561.48,33355.4,603855,33752.9,707134.48
4418,东宏股份,323236.24,25641.46,603856,28205.61,293851.13
4419,步长制药,1749759.46,110604.26,603858,110604.26,1749759.46
4420,能科科技,748040.87,24469.77,603859,24469.77,748040.87
4421,中公高科,198306.32,6668.0,603860,6668.0,198306.32
4422,白云电器,450199.79,48061.85,603861,49255.99,439285.28
4423,松炀资源,277710.05,20465.0,603863,20465.0,277710.05
4424,桃李面包,886244.41,159971.92,603866,159971.92,886244.41
4425,新化股份,468248.02,19277.4,603867,19277.4,468248.02
4426,飞科电器,1589940.0,43560.0,603868,43560.0,1589940.0
4427,ST智知,304718.31,50450.05,603869,50450.05,304718.31
4428,嘉友国际,1399277.43,97714.9,603871,97714.9,1399277.43
4429,鼎胜新材,801554.33,92926.72,603876,93095.74,800099.07
4430,太平鸟,760489.66,46932.32,603877,47382.53,753263.78
4431,武进不锈,297927.73,56106.92,603878,56106.92,297927.73
4432,永悦科技,187218.45,35934.44,603879,35934.44,187218.45
4433,南卫股份,155504.6,28904.2,603880,28904.2,155504.6
4434,数据港,1937821.95,59864.75,603881,59864.75,1937821.95
4435,金域医学,1421276.39,46013.46,603882,46325.83,1411692.88
4436,老百姓,1511830.17,75889.02,603883,76009.56,1509432.68
4437,吉祥航空,2799333.71,219900.53,603885,219900.53,2799333.71
4438,元祖股份,328560.0,24000.0,603886,24000.0,328560.0
4439,城地香江,1127765.07,59527.94,603887,60894.44,1102457.49
4440,新华网,1214009.67,51902.94,603888,51902.94,1214009.67
4441,新澳股份,444868.98,72065.87,603889,73049.09,438881.17
4442,春秋电子,522927.2,43906.57,603890,43906.57,522927.2
4443,瑞芯微,6955477.03,41869.62,603893,41890.37,6952031.7
4444,天永智能,287276.64,10808.0,603895,10808.0,287276.64
4445,寿仙谷,409770.05,19824.39,603896,19824.39,409770.05
4446,长城科技,546022.38,20643.57,603897,20643.57,546022.38
4447,好莱客,336498.58,31128.45,603898,31128.45,336498.58
4448,晨光股份,2776104.4,92382.84,603899,92382.84,2776104.4
4449,莱绅通灵,256238.81,34150.88,603900,34302.38,255107.1
4450,永创智能,505715.64,48384.16,603901,48767.18,501743.75
4451,中持股份,181787.47,25531.95,603903,25531.95,181787.47
4452,龙蟠科技,677050.32,56507.89,603906,66507.89,575250.32
4453,牧高笛,228746.7,9336.6,603908,9336.6,228746.7
4454,建发合诚,235909.19,26067.31,603909,26067.31,235909.19
4455,佳力图,555352.98,54180.78,603912,54180.78,555352.98
4456,国茂股份,1082223.2,65663.25,603915,65908.84,1078190.53
4457,苏博特,356474.03,42031.41,603916,43261.41,346338.83
4458,合力科技,273349.44,20384.0,603917,20384.0,273349.44
4459,金桥信息,622355.93,36622.86,603918,36652.29,621856.21
4460,金徽酒,985606.17,50726.0,603919,50726.0,985606.17
4461,世运电路,1917627.27,72037.09,603920,72037.09,1917627.27
4462,金鸿顺,324531.2,17920.0,603922,17920.0,324531.2
4463,铁流股份,260728.71,22953.25,603926,23510.25,254551.58
4464,中科软,1618865.92,83104.0,603927,83104.0,1618865.92
4465,兴业股份,279377.28,26208.0,603928,26208.0,279377.28
4466,亚翔集成,608502.72,21336.0,603929,21336.0,608502.72
4467,格林达,599872.49,19955.84,603931,19955.84,599872.49
4468,睿能科技,331241.14,20754.46,603933,20754.46,331241.14
4469,博敏电子,484145.67,63039.8,603936,63039.8,484145.67
4470,丽岛新材,192588.14,20888.08,603937,20888.08,192588.14
4471,三孚股份,565901.63,38262.45,603938,38262.45,565901.63
4472,益丰药房,3374155.94,121219.44,603939,121241.68,3373537.13
4473,建业股份,309216.88,16248.92,603948,16248.92,309216.88
4474,雪龙集团,404326.74,21020.53,603949,21113.67,402543.1
4475,长源东谷,855705.31,32413.08,603950,32413.08,855705.31
4476,大千生态,401052.6,13572.0,603955,13572.0,401052.6
4477,威派格,379557.59,56990.63,603956,56990.63,379557.59
4478,哈森股份,413932.32,21936.0,603958,21936.0,413932.32
4479,ST百利,169643.45,49029.9,603959,49029.9,169643.45
4480,克来机电,491590.92,26219.79,603960,26302.35,490047.88
4481,*ST大药,25924.6,21970.0,603963,21970.0,25924.6
4482,法兰泰克,388555.96,35869.75,603966,36010.75,387034.57
4483,中创物流,404213.38,34666.67,603967,34666.67,404213.38
4484,醋化股份,222727.19,20448.0,603968,20738.1,219611.52
4485,银龙股份,550468.02,84685.3,603969,85476.4,545373.33
4486,中农立华,362611.38,26880.01,603970,26880.01,362611.38
4487,正川股份,265208.45,15120.21,603976,15120.21,265208.45
4488,国泰集团,763506.21,62124.18,603977,62124.18,763506.21
4489,深圳新星,303553.6,21109.43,603978,21109.43,303553.6
4490,金诚信,2321694.93,62377.62,603979,62377.62,2321694.93
4491,吉华集团,312020.18,67683.34,603980,67683.34,312020.18
4492,泉峰汽车,235587.37,27235.53,603982,27235.53,235587.37
4493,丸美生物,1948058.0,40100.0,603983,40100.0,1948058.0
4494,恒润股份,786931.54,44085.8,603985,44085.8,786931.54
4495,兆易创新,8260896.32,66371.6,603986,66405.92,8256627.28
4496,康德莱,319294.13,43679.09,603987,43679.09,319294.13
4497,中电电机,479102.4,23520.0,603988,23520.0,479102.4
4498,艾华集团,604102.69,40113.06,603989,40113.06,604102.69
4499,麦迪科技,447785.35,30628.27,603990,30628.27,447785.35
4500,至正股份,396228.05,7453.5,603991,7453.5,396228.05
4501,松霖科技,987024.05,42475.13,603992,43290.53,968432.93
4502,洛阳钼业,15242961.6,1756577.26,603993,2149924.06,12454132.79
4503,甬金股份,600709.05,36561.72,603995,36561.72,600709.05
4504,退市中新,11705.85,30015.0,603996,30015.0,11705.85
4505,继峰股份,1561072.01,126607.62,603997,126607.62,1561072.01
4506,方盛制药,421521.66,43908.14,603998,43908.51,421518.11
4507,读者传媒,357696.0,57600.0,603999,57600.0,357696.0
4508,威奥股份,272662.88,39288.6,605001,39288.6,272662.88
4509,众望布艺,218680.0,11000.0,605003,11000.0,218680.0
4510,合兴股份,654833.0,40100.0,605005,40100.0,654833.0
4511,山东玻纤,378183.93,60000.93,605006,61095.95,371405.76
4512,五洲特纸,548435.78,40154.98,605007,47690.07,461782.3
4513,长鸿高科,1119452.86,64238.04,605008,64596.24,1113245.26
4514,豪悦护理,906792.26,15400.14,605009,15432.14,904911.94
4515,杭州热电,979844.9,40010.0,605011,40010.0,979844.9
4516,百龙创园,819024.02,32308.64,605016,32308.64,819024.02
4517,长华集团,523531.86,47006.58,605018,47122.58,522243.1
4518,永和股份,1047310.45,37912.14,605020,47048.99,843924.34
4519,世茂能源,278240.0,16000.0,605028,16000.0,278240.0
4520,美邦股份,228893.6,13520.0,605033,13520.0,228893.6
4521,福然德,597801.8,49282.92,605050,49282.92,597801.8
4522,迎丰股份,279400.0,44000.0,605055,44000.0,279400.0
4523,咸亨国际,593391.03,40667.32,605056,41036.72,588049.5
4524,澳弘电子,330868.94,14292.4,605058,14292.4,330868.94
4525,联德股份,489844.7,24059.2,605060,24118.4,488642.35
4526,天正电气,384016.35,50243.31,605066,50661.79,380844.31
4527,明新旭腾,330117.32,16214.01,605068,16214.01,330117.32
4528,正和生态,210427.59,8416.13,605069,21169.78,83656.31
4529,华康股份,479119.26,29942.77,605077,30304.82,473395.25
4530,浙江自然,405748.33,14035.12,605080,14157.3,402246.54
4531,*ST太和,131932.84,11324.71,605081,11324.71,131932.84
4532,龙高股份,468608.0,17920.0,605086,17920.0,468608.0
4533,冠盛股份,700881.44,17906.85,605088,18424.85,681176.72
4534,味知香,337686.0,13800.0,605089,13800.0,337686.0
4535,九丰能源,1637428.77,64269.65,605090,64925.8,1620880.45
4536,行动教育,442183.08,11925.11,605098,11925.11,442183.08
4537,共创草坪,855497.46,40009.0,605099,40164.2,852191.7
4538,华丰股份,384191.34,16993.2,605100,17113.2,381497.34
4539,同庆楼,554840.0,26000.0,605108,26000.0,554840.0
4540,新洁能,1307466.92,41533.26,605111,41533.26,1307466.92
4541,奥锐特,850979.02,39751.12,605116,40619.52,832786.04
4542,德业股份,5781400.52,64596.65,605117,64596.65,5781400.52
4543,力鼎光电,782763.7,40711.6,605118,41068.4,775963.1
4544,四方新材,191312.94,17235.4,605122,17235.4,191312.94
4545,派克新材,707759.18,12117.09,605123,12117.09,707759.18
4546,上海沿浦,649173.0,13052.91,605128,14211.32,596256.97
4547,嵘泰股份,870174.13,18491.85,605133,21754.35,739674.06
4548,丽人丽妆,307552.13,40045.85,605136,40045.85,307552.13
4549,盛泰集团,357226.63,55556.24,605138,55556.24,357226.63
4550,西上海,232946.48,13455.42,605151,13527.67,231702.37
4551,西大门,226983.72,18909.74,605155,19154.74,224080.47
4552,华达新材,418852.98,51142.0,605158,51142.0,418852.98
4553,新中港,311614.47,40053.27,605162,40053.27,311614.47
4554,聚合顺,348401.84,31472.61,605166,31472.61,348401.84
4555,利柏特,412246.26,44907.0,605167,44907.0,412246.26
4556,三人行,593028.18,21081.7,605168,21081.7,593028.18
4557,洪通燃气,289952.0,28288.0,605169,28288.0,289952.0
4558,东亚药业,197352.41,11258.37,605177,11473.98,193643.92
4559,时空科技,165750.17,9925.16,605178,9925.16,165750.17
4560,一鸣食品,867764.0,40100.0,605179,40100.0,867764.0
4561,华生科技,235586.0,16900.0,605180,16900.0,235586.0
4562,确成股份,655431.84,41588.31,605183,41588.31,655431.84
4563,健麾信息,273632.0,13600.0,605186,13600.0,273632.0
4564,国光连锁,523332.48,49558.0,605188,49558.0,523332.48
4565,富春染织,198739.92,14976.63,605189,14976.63,198739.92
4566,华通线缆,714029.96,51088.08,605196,51148.28,713189.57
4567,安德利,1685186.8,25053.6,605198,34120.0,1237397.3
4568,ST葫芦娃,405710.27,40010.88,605199,40010.88,405710.27
4569,永茂泰,426942.36,32994.0,605208,32994.0,426942.36
4570,伟时电子,452696.77,21283.35,605218,21283.35,452696.77
4571,起帆电缆,625131.92,41290.09,605222,41290.09,625131.92
4572,神通科技,479971.64,42630.97,605228,42931.27,476614.29
4573,天普股份,230349.44,13408.0,605255,13408.0,230349.44
4574,协和电子,254672.0,8800.0,605258,8800.0,254672.0
4575,绿田机械,303737.28,17248.0,605259,17248.0,303737.28
4576,健之佳,325776.49,15454.29,605266,15454.29,325776.49
4577,王力安防,385569.11,43769.62,605268,44938.12,375543.38
4578,新亚电子,528604.54,31398.24,605277,32429.73,511791.26
4579,同力日升,630000.0,16800.0,605286,16800.0,630000.0
4580,德才股份,179900.0,14000.0,605287,14000.0,179900.0
4581,凯迪股份,332321.65,7019.89,605288,7019.89,332321.65
4582,罗曼股份,278104.67,10833.75,605289,10961.95,274852.24
4583,神农集团,1498415.38,52325.12,605296,52483.9,1493882.1
4584,必得科技,247210.6,18465.2,605298,18785.0,243002.03
4585,XD舒华体,343710.59,41092.94,605299,41162.94,343126.09
4586,佳禾食品,629342.06,40001.0,605300,45439.86,554013.85
4587,园林股份,159625.03,16123.74,605303,16123.74,159625.03
4588,中际联合,544051.2,21252.0,605305,21252.0,544051.2
4589,法狮龙,381713.33,12572.9,605318,12572.9,381713.33
4590,无锡振华,807948.97,21368.16,605319,25006.16,690405.19
4591,沪光股份,1267087.41,43677.61,605333,43677.61,1267087.41
4592,帅丰电器,375812.11,18341.24,605336,18341.24,375812.11
4593,李子园,515918.41,39443.3,605337,39443.3,515918.41
4594,巴比食品,446073.12,23956.67,605338,23956.67,446073.12
4595,南侨食品,716626.85,42429.06,605339,42429.06,716626.85
4596,立昂微,1653574.28,67136.59,605358,67136.59,1653574.28
4597,立达信,724906.59,50201.29,605365,50201.29,724906.59
4598,宏柏新材,377187.51,63231.07,605366,63499.58,375592.53
4599,蓝天燃气,745364.14,66961.88,605368,71463.48,698412.38
4600,拱东医疗,414903.97,15757.84,605369,15757.84,414903.97
4601,博迁新材,904351.2,26160.0,605376,26160.0,904351.2
4602,华旺科技,511208.86,46389.19,605377,46389.19,511208.86
4603,野马电池,419087.62,18667.6,605378,18667.6,419087.62
4604,均瑶健康,373501.05,60048.4,605388,60048.4,373501.05
4605,长龄液压,474910.98,13626.68,605389,14408.71,449135.24
4606,新炬网络,486521.97,16271.64,605398,16271.64,486521.97
4607,晨光新材,354407.17,31221.74,605399,31335.74,353117.83
4608,福莱新材,967470.45,19830.46,605488,20164.04,951465.33
4609,东鹏饮料,14638365.95,52001.3,605499,52001.3,14638365.95
4610,森林包装,304998.4,41440.0,605500,41440.0,304998.4
4611,国邦医药,1073499.94,30172.22,605507,55882.35,579608.32
4612,德昌股份,805788.77,37236.08,605555,37236.08,805788.77
4613,福莱蒽特,252145.94,13334.0,605566,13334.0,252145.94
4614,春雪食品,191000.0,20000.0,605567,20000.0,191000.0
4615,龙版传媒,557777.78,44444.44,605577,44444.44,557777.78
4616,恒盛能源,314720.0,28000.0,605580,28000.0,314720.0
4617,冠石科技,348160.56,7309.96,605588,7348.26,346345.72
4618,圣泉集团,2342143.75,78089.33,605589,84645.6,2160731.76
4619,上海港湾,509707.98,24301.68,605598,24576.08,504016.93
4620,菜百股份,1089666.7,77777.78,605599,77777.78,1089666.7
4621,华兴源创,1129478.21,44537.78,688001,44537.78,1129478.21
4622,睿创微纳,2641736.57,45492.28,688002,45492.28,2641736.57
4623,天准科技,1002241.32,19359.5,688003,19359.5,1002241.32
4624,博汇科技,141996.02,8008.8,688004,8008.8,141996.02
4625,容百科技,1416585.88,46508.04,688005,71472.55,921789.36
4626,杭可科技,1039523.45,60367.22,688006,60367.22,1039523.45
4627,光峰科技,670565.07,45929.11,688007,45929.11,670565.07
4628,澜起科技,8779388.93,114478.93,688008,114478.93,8779388.93
4629,中国通号,5432577.15,862101.8,688009,1058981.9,4422582.23
4630,福光股份,620570.5,16056.16,688010,16056.16,620570.5
4631,新光光电,191400.0,10000.0,688011,10000.0,191400.0
4632,中微公司,11356181.28,62499.62,688012,62499.62,11356181.28
4633,天臣医疗,179353.88,8115.56,688013,8115.56,179353.88
4634,交控科技,375474.68,18868.07,688015,18868.07,375474.68
4635,心脉医疗,1058082.01,12326.21,688016,12326.21,1058082.01
4636,绿的谐波,2601437.62,16876.39,688017,18321.27,2396278.16
4637,乐鑫科技,2227178.56,11220.04,688018,11220.04,2227178.56
4638,安集科技,2377136.6,12921.33,688019,12921.33,2377136.6
4639,方邦股份,270973.5,8074.3,688020,8074.3,270973.5
4640,奥福环保,99796.31,7641.37,688021,7641.37,99796.31
4641,瀚川智能,247460.8,17587.83,688022,17587.83,247460.8
4642,安恒信息,492237.04,10206.55,688023,10227.24,491241.47
4643,杰普特,478763.94,9504.94,688025,9504.94,478763.94
4644,洁特生物,211106.28,14027.36,688026,14036.32,210971.46
4645,国盾量子,2523180.35,8037.44,688027,10286.1,1971583.3
4646,沃尔德,337131.18,15076.94,688028,15199.78,334406.6
4647,南微医学,1167096.03,18784.74,688029,18784.74,1167096.03
4648,山石网科,283145.51,18023.27,688030,18023.27,283145.51
4649,星环科技,605163.06,9396.61,688031,12112.95,469454.86
4650,禾迈股份,1256616.86,12407.35,688032,12407.35,1256616.86
4651,天宜上佳,320453.2,56219.86,688033,56219.86,320453.2
4652,德邦科技,562274.72,8881.76,688035,14224.0,351096.06
4653,传音控股,8946050.26,114035.06,688036,114035.06,8946050.26
4654,芯源微,1889697.58,20113.86,688037,20113.86,1889697.58
4655,中科通达,194343.58,11637.34,688038,11637.34,194343.58
4656,当虹科技,364401.45,11191.69,688039,11191.69,364401.45
4657,海光信息,33442576.45,88655.72,688041,232433.81,12755784.72
4658,必易微,227042.75,3769.51,688045,6983.78,122546.67
4659,药康生物,496920.0,41000.0,688046,41000.0,496920.0
4660,龙芯中科,5198564.0,27964.47,688047,40100.0,3625314.27
4661,长光华芯,1092054.25,10620.99,688048,17627.99,657970.6
4662,炬芯科技,756694.3,11226.81,688049,14613.64,581324.14
4663,爱博医疗,1500244.94,18954.45,688050,18954.45,1500244.94
4664,佳华科技,175238.84,7733.4,688051,7733.4,175238.84
4665,纳芯微,2640481.75,14252.84,688052,14252.84,2640481.75
4666,思科瑞,286800.0,4327.38,688053,10000.0,124109.26
4667,龙腾光电,1140000.02,333333.34,688055,333333.34,1140000.02
4668,莱伯泰科,234667.11,6745.25,688056,6745.25,234667.11
4669,金达莱,316848.0,27600.0,688057,27600.0,316848.0
4670,宝兰德,219356.7,7773.09,688058,7773.09,219356.7
4671,华锐精密,392406.58,6225.71,688059,6225.71,392406.58
4672,云涌科技,203745.61,6019.07,688060,6019.07,203745.61
4673,灿瑞科技,333523.9,4329.78,688061,11488.94,125693.43
